"ensembl_gene_id"	"name_1006"
"5534"	"ENSG00000207744"	"gene silencing by miRNA"
"5535"	"ENSG00000207744"	"miRNA mediated inhibition of translation"
"5536"	"ENSG00000207744"	"mRNA 3'-UTR binding"
"5537"	"ENSG00000207744"	"extracellular exosome"
"5538"	"ENSG00000207744"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5539"	"ENSG00000207744"	"positive regulation of cell migration involved in sprouting angiogenesis"
"5540"	"ENSG00000207744"	"positive regulation of vascular endothelial growth factor receptor signaling pathway"
"5541"	"ENSG00000207744"	"positive regulation of lipid storage"
"5542"	"ENSG00000207757"	"extracellular space"
"5543"	"ENSG00000207757"	"mRNA binding involved in posttranscriptional gene silencing"
"5544"	"ENSG00000207757"	"gene silencing by miRNA"
"5545"	"ENSG00000207757"	"negative regulation of vascular endothelial growth factor production"
"5546"	"ENSG00000207757"	"mRNA 3'-UTR binding"
"5547"	"ENSG00000207757"	"negative regulation of gene expression"
"5548"	"ENSG00000207757"	"negative regulation of interleukin-8 production"
"5549"	"ENSG00000207757"	"negative regulation of cytokine production involved in inflammatory response"
"5550"	"ENSG00000207757"	"extracellular vesicle"
"5551"	"ENSG00000207757"	"negative regulation of cell population proliferation"
"5552"	"ENSG00000207757"	"negative regulation of cell migration"
"5553"	"ENSG00000207757"	"negative regulation of protein secretion"
"5554"	"ENSG00000207758"	"extracellular space"
"5555"	"ENSG00000207768"	"mRNA binding involved in posttranscriptional gene silencing"
"5556"	"ENSG00000207768"	"gene silencing by miRNA"
"5557"	"ENSG00000207768"	"negative regulation of cell migration involved in sprouting angiogenesis"
"5558"	"ENSG00000207768"	"negative regulation of cell proliferation in bone marrow"
"5559"	"ENSG00000207768"	"positive regulation of cellular senescence"
"5560"	"ENSG00000207779"	"extracellular space"
"5561"	"ENSG00000207779"	"mRNA binding involved in posttranscriptional gene silencing"
"5562"	"ENSG00000207779"	"gene silencing by miRNA"
"5563"	"ENSG00000207779"	"miRNA mediated inhibition of translation"
"5564"	"ENSG00000207779"	"negative regulation of vascular endothelial growth factor production"
"5565"	"ENSG00000207779"	"mRNA 3'-UTR binding"
"5566"	"ENSG00000207779"	"negative regulation of blood vessel endothelial cell migration"
"5567"	"ENSG00000207779"	"negative regulation of NIK/NF-kappaB signaling"
"5568"	"ENSG00000207779"	"negative regulation of vascular endothelial cell proliferation"
"5569"	"ENSG00000207779"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5570"	"ENSG00000207779"	"negative regulation of amyloid-beta formation"
"5571"	"ENSG00000207779"	"extracellular vesicle"
"5572"	"ENSG00000207779"	"negative regulation of inflammatory response"
"5573"	"ENSG00000207779"	"negative regulation of cell population proliferation"
"5574"	"ENSG00000207779"	"positive regulation of apoptotic process"
"5575"	"ENSG00000207779"	"negative regulation of angiogenesis"
"5576"	"ENSG00000207779"	"negative regulation of vascular associated smooth muscle cell differentiation"
"5577"	"ENSG00000207779"	"negative regulation of neuron apoptotic process"
"5578"	"ENSG00000207779"	"negative regulation of G1/S transition of mitotic cell cycle"
"5579"	"ENSG00000207779"	"negative regulation of I-kappaB kinase/NF-kappaB signaling"
"5580"	"ENSG00000207779"	"negative regulation of amyloid precursor protein catabolic process"
"5581"	"ENSG00000207779"	"negative regulation of transforming growth factor beta receptor signaling pathway"
"5582"	"ENSG00000207779"	"negative regulation of mitotic cell cycle"
"5583"	"ENSG00000207779"	"positive regulation of connective tissue replacement"
"5584"	"ENSG00000207779"	"branching involved in blood vessel morphogenesis"
"5585"	"ENSG00000207779"	"negative regulation of wound healing"
"5586"	"ENSG00000207779"	"cardiac muscle hypertrophy"
"5587"	"ENSG00000207779"	"positive regulation of translation"
"5588"	"ENSG00000207779"	"negative regulation of trophoblast cell migration"
"5589"	"ENSG00000207781"	"extracellular space"
"5590"	"ENSG00000207784"	""
"5591"	"ENSG00000207785"	"extracellular space"
"5592"	"ENSG00000207789"	"extracellular space"
"5593"	"ENSG00000207789"	"negative regulation of interleukin-6-mediated signaling pathway"
"5594"	"ENSG00000207789"	"mRNA binding involved in posttranscriptional gene silencing"
"5595"	"ENSG00000207789"	"negative regulation of interleukin-6 production"
"5596"	"ENSG00000207789"	"gene silencing by miRNA"
"5597"	"ENSG00000207789"	"positive regulation of vascular associated smooth muscle cell proliferation"
"5598"	"ENSG00000207789"	"positive regulation of vascular associated smooth muscle cell migration"
"5599"	"ENSG00000207789"	"negative regulation of cell migration"
"5600"	"ENSG00000207789"	"negative regulation of cell migration involved in sprouting angiogenesis"
"5601"	"ENSG00000207789"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5602"	"ENSG00000207789"	"negative regulation of cell population proliferation"
"5603"	"ENSG00000207789"	"negative regulation of cytokine production involved in inflammatory response"
"5604"	"ENSG00000207789"	"extracellular vesicle"
"5605"	"ENSG00000207789"	"transforming growth factor beta receptor signaling pathway"
"5606"	"ENSG00000207789"	"negative regulation of cholesterol efflux"
"5607"	"ENSG00000207789"	"negative regulation of interleukin-17 production"
"5608"	"ENSG00000207789"	"negative regulation of cell cycle G1/S phase transition"
"5609"	"ENSG00000207789"	"negative regulation of vascular associated smooth muscle cell differentiation"
"5610"	"ENSG00000207789"	"negative regulation of heart rate"
"5611"	"ENSG00000207789"	"negative regulation of BMP signaling pathway"
"5612"	"ENSG00000207789"	"central nervous system myelin maintenance"
"5613"	"ENSG00000207789"	"vascular endothelial growth factor signaling pathway"
"5614"	"ENSG00000207789"	"negative regulation of MAPK cascade"
"5615"	"ENSG00000207789"	"negative regulation of DNA-binding transcription factor activity"
"5616"	"ENSG00000207789"	"negative regulation of nitric-oxide synthase activity"
"5617"	"ENSG00000207789"	"regulation of atrial cardiac muscle cell membrane depolarization"
"5618"	"ENSG00000207789"	"negative regulation of neuroinflammatory response"
"5619"	"ENSG00000207789"	"negative regulation of inward rectifier potassium channel activity"
"5620"	"ENSG00000207789"	"negative regulation of G1/S transition of mitotic cell cycle"
"5621"	"ENSG00000207797"	"mRNA binding involved in posttranscriptional gene silencing"
"5622"	"ENSG00000207797"	"gene silencing by miRNA"
"5623"	"ENSG00000207797"	"negative regulation of inflammatory response"
"5624"	"ENSG00000207797"	"cellular response to lipopolysaccharide"
"5625"	"ENSG00000207798"	""
"5626"	"ENSG00000207800"	"gene silencing by miRNA"
"5627"	"ENSG00000207800"	"negative regulation of vascular endothelial growth factor production"
"5628"	"ENSG00000207805"	"mRNA binding involved in posttranscriptional gene silencing"
"5629"	"ENSG00000207805"	"gene silencing by miRNA"
"5630"	"ENSG00000207805"	"miRNA mediated inhibition of translation"
"5631"	"ENSG00000207805"	"negative regulation of cell migration involved in sprouting angiogenesis"
"5632"	"ENSG00000207805"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5633"	"ENSG00000207805"	"negative regulation of fat cell differentiation"
"5634"	"ENSG00000207807"	""
"5635"	"ENSG00000207808"	"extracellular space"
"5636"	"ENSG00000207808"	"mRNA binding involved in posttranscriptional gene silencing"
"5637"	"ENSG00000207808"	"gene silencing by miRNA"
"5638"	"ENSG00000207808"	"miRNA mediated inhibition of translation"
"5639"	"ENSG00000207808"	"positive regulation of vascular associated smooth muscle cell proliferation"
"5640"	"ENSG00000207808"	"positive regulation of vascular endothelial cell proliferation"
"5641"	"ENSG00000207808"	"mRNA 3'-UTR binding"
"5642"	"ENSG00000207808"	"negative regulation of gene expression"
"5643"	"ENSG00000207808"	"extracellular vesicle"
"5644"	"ENSG00000207808"	"extracellular exosome"
"5645"	"ENSG00000207808"	"negative regulation of NF-kappaB transcription factor activity"
"5646"	"ENSG00000207808"	"negative regulation of interleukin-1-mediated signaling pathway"
"5647"	"ENSG00000207808"	"cellular response to vascular endothelial growth factor stimulus"
"5648"	"ENSG00000207808"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5649"	"ENSG00000207808"	"positive regulation of cell migration involved in sprouting angiogenesis"
"5650"	"ENSG00000207808"	"positive regulation of ERK1 and ERK2 cascade"
"5651"	"ENSG00000207808"	"negative regulation of T cell activation"
"5652"	"ENSG00000207808"	"positive regulation of osteoblast differentiation"
"5653"	"ENSG00000207808"	"cellular response to transforming growth factor beta stimulus"
"5654"	"ENSG00000207808"	"negative regulation of low-density lipoprotein particle clearance"
"5655"	"ENSG00000207808"	"negative regulation of low-density lipoprotein receptor activity"
"5656"	"ENSG00000207808"	"negative regulation of cholesterol efflux"
"5657"	"ENSG00000207808"	"negative regulation of fat cell differentiation"
"5658"	"ENSG00000207808"	"transcription regulatory region sequence-specific DNA binding"
"5659"	"ENSG00000207808"	"regulation of cholesterol esterification"
"5660"	"ENSG00000207808"	"NIK/NF-kappaB signaling"
"5661"	"ENSG00000207808"	"positive regulation of transcription, DNA-templated"
"5662"	"ENSG00000207808"	"negative regulation of lipid binding"
"5663"	"ENSG00000207827"	"extracellular space"
"5664"	"ENSG00000207827"	"mRNA binding involved in posttranscriptional gene silencing"
"5665"	"ENSG00000207827"	"gene silencing by miRNA"
"5666"	"ENSG00000207827"	"positive regulation of blood vessel endothelial cell migration"
"5667"	"ENSG00000207827"	"mRNA 3'-UTR binding"
"5668"	"ENSG00000207827"	"positive regulation of angiogenesis"
"5669"	"ENSG00000207827"	"extracellular vesicle"
"5670"	"ENSG00000207827"	"transforming growth factor beta receptor signaling pathway"
"5671"	"ENSG00000207839"	"gene silencing by miRNA"
"5672"	"ENSG00000207839"	"positive regulation of gene expression"
"5673"	"ENSG00000207839"	"cholesterol homeostasis"
"5674"	"ENSG00000207839"	"positive regulation of high-density lipoprotein particle clearance"
"5675"	"ENSG00000207839"	"negative regulation of cholesterol efflux"
"5676"	"ENSG00000207863"	"extracellular space"
"5677"	"ENSG00000207863"	"negative regulation of receptor signaling pathway via STAT"
"5678"	"ENSG00000207863"	"negative regulation of interleukin-6-mediated signaling pathway"
"5679"	"ENSG00000207863"	"mRNA binding involved in posttranscriptional gene silencing"
"5680"	"ENSG00000207863"	"gene silencing by miRNA"
"5681"	"ENSG00000207863"	"miRNA mediated inhibition of translation"
"5682"	"ENSG00000207863"	"negative regulation of tumor necrosis factor production"
"5683"	"ENSG00000207863"	"extracellular vesicle"
"5684"	"ENSG00000207863"	"extracellular exosome"
"5685"	"ENSG00000207863"	"negative regulation of angiogenesis"
"5686"	"ENSG00000207863"	"negative regulation of keratinocyte proliferation"
"5687"	"ENSG00000207863"	"positive regulation of keratinocyte differentiation"
"5688"	"ENSG00000207863"	"NIK/NF-kappaB signaling"
"5689"	"ENSG00000207863"	"negative regulation of monocyte differentiation"
"5690"	"ENSG00000207863"	"positive regulation of glial cell proliferation"
"5691"	"ENSG00000207863"	"cellular response to vitamin D"
"5692"	"ENSG00000207863"	"cellular response to interleukin-6"
"5693"	"ENSG00000207863"	"positive regulation of vascular associated smooth muscle cell differentiation"
"5694"	"ENSG00000207864"	"extracellular space"
"5695"	"ENSG00000207864"	"mRNA binding involved in posttranscriptional gene silencing"
"5696"	"ENSG00000207864"	"gene silencing by miRNA"
"5697"	"ENSG00000207864"	"miRNA mediated inhibition of translation"
"5698"	"ENSG00000207864"	"positive regulation of vascular associated smooth muscle cell proliferation"
"5699"	"ENSG00000207864"	"mRNA 3'-UTR binding"
"5700"	"ENSG00000207864"	"negative regulation of gene expression"
"5701"	"ENSG00000207864"	"negative regulation of interleukin-1 beta production"
"5702"	"ENSG00000207864"	"cholesterol homeostasis"
"5703"	"ENSG00000207864"	"negative regulation of NIK/NF-kappaB signaling"
"5704"	"ENSG00000207864"	"positive regulation of angiogenesis"
"5705"	"ENSG00000207864"	"extracellular vesicle"
"5706"	"ENSG00000207864"	"extracellular exosome"
"5707"	"ENSG00000207864"	"negative regulation of cholesterol efflux"
"5708"	"ENSG00000207864"	"cellular response to vascular endothelial growth factor stimulus"
"5709"	"ENSG00000207864"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5710"	"ENSG00000207864"	"negative regulation of cell adhesion molecule production"
"5711"	"ENSG00000207864"	"positive regulation of gene expression"
"5712"	"ENSG00000207864"	"positive regulation of cell migration involved in sprouting angiogenesis"
"5713"	"ENSG00000207864"	"positive regulation of ERK1 and ERK2 cascade"
"5714"	"ENSG00000207864"	"negative regulation of nitric-oxide synthase activity"
"5715"	"ENSG00000207864"	"negative regulation of receptor-mediated endocytosis involved in cholesterol transport"
"5716"	"ENSG00000207864"	"negative regulation of low-density lipoprotein particle clearance"
"5717"	"ENSG00000207864"	"negative regulation of monooxygenase activity"
"5718"	"ENSG00000207864"	"negative regulation of tumor necrosis factor-mediated signaling pathway"
"5719"	"ENSG00000207864"	"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"
"5720"	"ENSG00000207864"	"negative regulation of I-kappaB phosphorylation"
"5721"	"ENSG00000207864"	"positive regulation of intrinsic apoptotic signaling pathway"
"5722"	"ENSG00000207864"	"positive regulation of tumor necrosis factor production"
"5723"	"ENSG00000207864"	"negative regulation of fat cell differentiation"
"5724"	"ENSG00000207864"	"regulation of cholesterol esterification"
"5725"	"ENSG00000207864"	"NIK/NF-kappaB signaling"
"5726"	"ENSG00000207864"	"negative regulation of lipid binding"
"5727"	"ENSG00000207864"	"negative regulation of low-density lipoprotein particle receptor binding"
"5728"	"ENSG00000207864"	"positive regulation of lung blood pressure"
"5729"	"ENSG00000207864"	"positive regulation of pulmonary blood vessel remodeling"
"5730"	"ENSG00000207864"	"positive regulation of cell proliferation in bone marrow"
"5731"	"ENSG00000207864"	"regulation of superoxide metabolic process"
"5732"	"ENSG00000207864"	"positive regulation of cell adhesion involved in sprouting angiogenesis"
"5733"	"ENSG00000207870"	"extracellular space"
"5734"	"ENSG00000207870"	"mRNA binding involved in posttranscriptional gene silencing"
"5735"	"ENSG00000207870"	"gene silencing by miRNA"
"5736"	"ENSG00000207870"	"miRNA mediated inhibition of translation"
"5737"	"ENSG00000207870"	"positive regulation of blood vessel endothelial cell migration"
"5738"	"ENSG00000207870"	"positive regulation of vascular associated smooth muscle cell proliferation"
"5739"	"ENSG00000207870"	"positive regulation of vascular associated smooth muscle cell migration"
"5740"	"ENSG00000207870"	"negative regulation of cell migration involved in sprouting angiogenesis"
"5741"	"ENSG00000207870"	"negative regulation of inflammatory response"
"5742"	"ENSG00000207870"	"negative regulation of leukocyte adhesion to vascular endothelial cell"
"5743"	"ENSG00000207870"	"positive regulation of G1/S transition of mitotic cell cycle"
"5744"	"ENSG00000207870"	"negative regulation of sprouting angiogenesis"
"5745"	"ENSG00000207870"	"extracellular vesicle"
"5746"	"ENSG00000207870"	"positive regulation of tyrosine phosphorylation of STAT protein"
"5747"	"ENSG00000207870"	"negative regulation of cell population proliferation"
"5748"	"ENSG00000207870"	"positive regulation of apoptotic process"
"5749"	"ENSG00000207870"	"negative regulation of necroptotic process"
"5750"	"ENSG00000207870"	"negative regulation of ERK1 and ERK2 cascade"
"5751"	"ENSG00000207870"	"negative regulation of apoptotic process"
"5752"	"ENSG00000207870"	"negative regulation of interleukin-21 production"
"5753"	"ENSG00000207870"	"response to glucose"
"5754"	"ENSG00000207870"	"positive regulation of epithelial cell migration"
"5755"	"ENSG00000207870"	"positive regulation of epithelial to mesenchymal transition"
"5756"	"ENSG00000207870"	"negative regulation of heterotypic cell-cell adhesion"
"5757"	"ENSG00000207870"	"negative regulation by host of viral genome replication"
"5758"	"ENSG00000207870"	"positive regulation of erythrocyte differentiation"
"5759"	"ENSG00000207870"	"positive regulation of receptor signaling pathway via JAK-STAT"
"5760"	"ENSG00000207870"	"platelet-derived growth factor receptor signaling pathway"
"5761"	"ENSG00000207870"	"positive regulation of axon regeneration"
"5762"	"ENSG00000207870"	"positive regulation of protein kinase B signaling"
"5763"	"ENSG00000207870"	"negative regulation of cell adhesion molecule production"
"5764"	"ENSG00000207870"	"positive regulation of ERK1 and ERK2 cascade"
"5765"	"ENSG00000207870"	"negative regulation of cytokine production involved in inflammatory response"
"5766"	"ENSG00000207870"	"positive regulation of Schwann cell migration"
"5767"	"ENSG00000207870"	"negative regulation of hematopoietic stem cell proliferation"
"5768"	"ENSG00000207870"	"negative regulation of TRAIL-activated apoptotic signaling pathway"
"5769"	"ENSG00000207870"	"positive regulation of wound healing, spreading of epidermal cells"
"5770"	"ENSG00000207870"	"positive regulation of Schwann cell proliferation involved in axon regeneration"
"5771"	"ENSG00000207870"	"negative regulation of vascular associated smooth muscle cell differentiation"
"5772"	"ENSG00000207870"	"positive regulation of vascular associated smooth muscle cell dedifferentiation"
"5773"	"ENSG00000207870"	"negative regulation of double-strand break repair"
"5774"	"ENSG00000207932"	"mRNA binding involved in posttranscriptional gene silencing"
"5775"	"ENSG00000207932"	"gene silencing by miRNA"
"5776"	"ENSG00000207932"	"negative regulation of gene expression"
"5777"	"ENSG00000207932"	"positive regulation of high-density lipoprotein particle clearance"
"5778"	"ENSG00000207932"	"negative regulation of cholesterol efflux"
"5779"	"ENSG00000207932"	"RNA polymerase II complex binding"
"5780"	"ENSG00000207932"	"negative regulation of reverse cholesterol transport"
"5781"	"ENSG00000207932"	"negative regulation of fatty acid biosynthetic process"
"5782"	"ENSG00000207932"	"triglyceride homeostasis"
"5783"	"ENSG00000207932"	"apolipoprotein A-I-mediated signaling pathway"
"5784"	"ENSG00000207932"	"glucose homeostasis"
"5785"	"ENSG00000207932"	"negative regulation of bile acid biosynthetic process"
"5786"	"ENSG00000207932"	"negative regulation of bile acid secretion"
"5787"	"ENSG00000207935"	"extracellular space"
"5788"	"ENSG00000207935"	"mRNA binding involved in posttranscriptional gene silencing"
"5789"	"ENSG00000207935"	"negative regulation of interleukin-6 production"
"5790"	"ENSG00000207935"	"gene silencing by miRNA"
"5791"	"ENSG00000207935"	"miRNA mediated inhibition of translation"
"5792"	"ENSG00000207935"	"negative regulation of cell migration"
"5793"	"ENSG00000207935"	"negative regulation of prostaglandin biosynthetic process"
"5794"	"ENSG00000207935"	"negative regulation of interleukin-1 beta production"
"5795"	"ENSG00000207935"	"negative regulation of interleukin-8 production"
"5796"	"ENSG00000207935"	"negative regulation of tumor necrosis factor production"
"5797"	"ENSG00000207935"	"negative regulation of blood vessel endothelial cell migration"
"5798"	"ENSG00000207935"	"negative regulation of NIK/NF-kappaB signaling"
"5799"	"ENSG00000207935"	"negative regulation of cell population proliferation"
"5800"	"ENSG00000207935"	"negative regulation of inflammatory response"
"5801"	"ENSG00000207935"	"positive regulation of cardiac muscle cell differentiation"
"5802"	"ENSG00000207935"	"response to interleukin-1"
"5803"	"ENSG00000207935"	"positive regulation of cardiac muscle cell proliferation"
"5804"	"ENSG00000207935"	"negative regulation of cardiac muscle myoblast proliferation"
"5805"	"ENSG00000207935"	"positive regulation of apoptotic process"
"5806"	"ENSG00000207944"	"extracellular space"
"5807"	"ENSG00000207947"	"extracellular space"
"5808"	"ENSG00000207947"	"mRNA binding involved in posttranscriptional gene silencing"
"5809"	"ENSG00000207947"	"gene silencing by miRNA"
"5810"	"ENSG00000207947"	"mRNA 3'-UTR binding"
"5811"	"ENSG00000207947"	"negative regulation of blood vessel endothelial cell migration"
"5812"	"ENSG00000207947"	"negative regulation of vascular endothelial cell proliferation"
"5813"	"ENSG00000207947"	"negative regulation of cell population proliferation"
"5814"	"ENSG00000207947"	"negative regulation of cytokine production involved in inflammatory response"
"5815"	"ENSG00000207947"	"extracellular vesicle"
"5816"	"ENSG00000207947"	"negative regulation of metalloendopeptidase activity"
"5817"	"ENSG00000207947"	"positive regulation of apoptotic process"
"5818"	"ENSG00000207947"	"positive regulation of cell cycle arrest"
"5819"	"ENSG00000207947"	"negative regulation of tumor necrosis factor-mediated signaling pathway"
"5820"	"ENSG00000207947"	"negative regulation of fibroblast growth factor production"
"5821"	"ENSG00000207948"	"extracellular space"
"5822"	"ENSG00000207948"	"mRNA binding involved in posttranscriptional gene silencing"
"5823"	"ENSG00000207948"	"gene silencing by miRNA"
"5824"	"ENSG00000207948"	"extracellular exosome"
"5825"	"ENSG00000207948"	"regulation of heart rate"
"5826"	"ENSG00000207948"	"negative regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"
"5827"	"ENSG00000207948"	"negative regulation of membrane repolarization during atrial cardiac muscle cell action potential"
"5828"	"ENSG00000207952"	""
"5829"	"ENSG00000207954"	"mRNA binding involved in posttranscriptional gene silencing"
"5830"	"ENSG00000207954"	"gene silencing by miRNA"
"5831"	"ENSG00000207954"	"miRNA mediated inhibition of translation"
"5832"	"ENSG00000207954"	"negative regulation of gene expression"
"5833"	"ENSG00000207954"	"negative regulation of sprouting angiogenesis"
"5834"	"ENSG00000207954"	"negative regulation of inflammatory response"
"5835"	"ENSG00000207954"	"negative regulation of cell population proliferation"
"5836"	"ENSG00000207954"	"negative regulation of cell migration"
"5837"	"ENSG00000207954"	"positive regulation of protein kinase B signaling"
"5838"	"ENSG00000207954"	"negative regulation of nitric-oxide synthase activity"
"5839"	"ENSG00000207954"	"negative regulation of G1/S transition of mitotic cell cycle"
"5840"	"ENSG00000207954"	"positive regulation of transcription by RNA polymerase II"
"5841"	"ENSG00000207954"	"cytoplasm"
"5842"	"ENSG00000207954"	"negative regulation of vascular associated smooth muscle cell apoptotic process"
"5843"	"ENSG00000207954"	"nucleus"
"5844"	"ENSG00000207954"	"negative regulation of NF-kappaB transcription factor activity"
"5845"	"ENSG00000207954"	"negative regulation of stress fiber assembly"
"5846"	"ENSG00000207954"	"negative regulation of cell adhesion"
"5847"	"ENSG00000207954"	"negative regulation of osteoblast proliferation"
"5848"	"ENSG00000207954"	"negative regulation of phosphatidylinositol 3-kinase activity"
"5849"	"ENSG00000207954"	"plasma membrane raft assembly"
"5850"	"ENSG00000207954"	"negative regulation of osteoblast differentiation"
"5851"	"ENSG00000207954"	"negative regulation of response to cytokine stimulus"
"5852"	"ENSG00000207954"	"negative regulation of protein K63-linked ubiquitination"
"5853"	"ENSG00000207954"	"negative regulation of p38MAPK cascade"
"5854"	"ENSG00000207962"	"extracellular space"
"5855"	"ENSG00000207962"	"mRNA binding involved in posttranscriptional gene silencing"
"5856"	"ENSG00000207962"	"gene silencing by miRNA"
"5857"	"ENSG00000207962"	"cholesterol homeostasis"
"5858"	"ENSG00000207962"	"negative regulation of sprouting angiogenesis"
"5859"	"ENSG00000207962"	"extracellular vesicle"
"5860"	"ENSG00000207962"	"extracellular exosome"
"5861"	"ENSG00000207962"	"negative regulation of triglyceride biosynthetic process"
"5862"	"ENSG00000207962"	"negative regulation of cholesterol biosynthetic process"
"5863"	"ENSG00000207962"	"negative regulation of fatty acid biosynthetic process"
"5864"	"ENSG00000207962"	"negative regulation of protein secretion"
"5865"	"ENSG00000207962"	"negative regulation of phospholipid biosynthetic process"
"5866"	"ENSG00000207962"	"negative regulation of lipid transporter activity"
"5867"	"ENSG00000207962"	"negative regulation of viral life cycle"
"5868"	"ENSG00000207962"	"negative regulation of triglyceride transport"
"5869"	"ENSG00000207962"	"high-density lipoprotein particle binding"
"5870"	"ENSG00000207962"	"cellular response to virus"
"5871"	"ENSG00000207965"	""
"5872"	"ENSG00000207973"	"extracellular space"
"5873"	"ENSG00000207980"	"extracellular space"
"5874"	"ENSG00000207980"	"mRNA binding involved in posttranscriptional gene silencing"
"5875"	"ENSG00000207980"	"gene silencing by miRNA"
"5876"	"ENSG00000207980"	"mRNA 3'-UTR binding"
"5877"	"ENSG00000207980"	"negative regulation of cell population proliferation"
"5878"	"ENSG00000207980"	"extracellular vesicle"
"5879"	"ENSG00000207980"	"extracellular exosome"
"5880"	"ENSG00000207980"	"cellular response to vascular endothelial growth factor stimulus"
"5881"	"ENSG00000207980"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5882"	"ENSG00000207980"	"positive regulation of cell migration involved in sprouting angiogenesis"
"5883"	"ENSG00000207980"	"positive regulation of ERK1 and ERK2 cascade"
"5884"	"ENSG00000207980"	"cell growth involved in cardiac muscle cell development"
"5885"	"ENSG00000207980"	"positive regulation of apoptotic process"
"5886"	"ENSG00000207980"	"negative regulation of vascular permeability"
"5887"	"ENSG00000207982"	""
"5888"	"ENSG00000207990"	"extracellular space"
"5889"	"ENSG00000207990"	"mRNA binding involved in posttranscriptional gene silencing"
"5890"	"ENSG00000207990"	"gene silencing by miRNA"
"5891"	"ENSG00000207990"	"miRNA mediated inhibition of translation"
"5892"	"ENSG00000207990"	"positive regulation of gene expression"
"5893"	"ENSG00000207990"	"negative regulation of vascular associated smooth muscle cell proliferation"
"5894"	"ENSG00000207990"	"negative regulation of vascular associated smooth muscle cell migration"
"5895"	"ENSG00000207990"	"positive regulation of cholesterol biosynthetic process"
"5896"	"ENSG00000207990"	"positive regulation of fatty acid biosynthetic process"
"5897"	"ENSG00000207990"	"cellular response to cholesterol"
"5898"	"ENSG00000207990"	"positive regulation of cytokine production"
"5899"	"ENSG00000207990"	"positive regulation of cell migration"
"5900"	"ENSG00000207990"	"cholesterol homeostasis"
"5901"	"ENSG00000207990"	"positive regulation of lipoprotein lipase activity"
"5902"	"ENSG00000207990"	"positive regulation of NIK/NF-kappaB signaling"
"5903"	"ENSG00000207990"	"negative regulation of histone deacetylase activity"
"5904"	"ENSG00000207990"	"negative regulation of epithelial cell apoptotic process"
"5905"	"ENSG00000207990"	"negative regulation of vascular associated smooth muscle cell dedifferentiation"
"5906"	"ENSG00000207994"	"extracellular space"
"5907"	"ENSG00000207994"	"mRNA binding involved in posttranscriptional gene silencing"
"5908"	"ENSG00000207994"	"miRNA mediated inhibition of translation"
"5909"	"ENSG00000207994"	"negative regulation of interleukin-8 production"
"5910"	"ENSG00000207994"	"extracellular vesicle"
"5911"	"ENSG00000207994"	"negative regulation of vascular associated smooth muscle cell differentiation"
"5912"	"ENSG00000207996"	"extracellular space"
"5913"	"ENSG00000207996"	"mRNA binding involved in posttranscriptional gene silencing"
"5914"	"ENSG00000207996"	"gene silencing by miRNA"
"5915"	"ENSG00000207996"	"positive regulation of vascular associated smooth muscle cell proliferation"
"5916"	"ENSG00000208005"	"mRNA binding involved in posttranscriptional gene silencing"
"5917"	"ENSG00000208005"	"gene silencing by miRNA"
"5918"	"ENSG00000208005"	"miRNA mediated inhibition of translation"
"5919"	"ENSG00000208005"	"negative regulation of blood vessel endothelial cell migration"
"5920"	"ENSG00000208005"	"negative regulation of vascular endothelial cell proliferation"
"5921"	"ENSG00000208005"	"negative regulation of cell migration involved in sprouting angiogenesis"
"5922"	"ENSG00000208005"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5923"	"ENSG00000208005"	"negative regulation of vascular associated smooth muscle cell proliferation"
"5924"	"ENSG00000208005"	"negative regulation of endothelial cell proliferation"
"5925"	"ENSG00000208005"	"negative regulation of vascular associated smooth muscle cell migration"
"5926"	"ENSG00000208005"	"negative regulation of angiogenesis"
"5927"	"ENSG00000208005"	"negative regulation of fibroblast growth factor receptor signaling pathway"
"5928"	"ENSG00000208005"	"negative regulation of G0 to G1 transition"
"5929"	"ENSG00000208005"	"negative regulation of ERK1 and ERK2 cascade"
"5930"	"ENSG00000208005"	"negative regulation of endothelial cell migration"
"5931"	"ENSG00000208005"	"negative regulation of cell-substrate adhesion"
"5932"	"ENSG00000208005"	"negative regulation of cell cycle G1/S phase transition"
"5933"	"ENSG00000208005"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"5934"	"ENSG00000208005"	"endothelial microparticle"
"5935"	"ENSG00000208006"	"extracellular space"
"5936"	"ENSG00000208006"	"mRNA binding involved in posttranscriptional gene silencing"
"5937"	"ENSG00000208006"	"gene silencing by miRNA"
"5938"	"ENSG00000208006"	"miRNA mediated inhibition of translation"
"5939"	"ENSG00000208006"	"negative regulation of vascular endothelial growth factor production"
